DATE,AQI,CO,NO,NO2,O3,SO2,PM_5,PM10,NH3
1609502400,5,620.84,0.37,24.33,92.98,9.54,76.17,91.37,1.74
1609506000,5,660.9,0.01,26.73,84.4,9.66,73.88,87.54,2.44
1609509600,5,660.9,0,25.71,81.54,10.01,78.86,92.96,3.33
1609513200,5,654.22,0,23.65,82.25,10.13,88.78,105.51,3.77
1609516800,5,620.84,0,19.54,85.83,9.3,96.18,116.14,3.48
1609520400,5,580.79,0,16.28,86.55,7.99,94.98,116.97,2.88
1609524000,5,527.38,0,13.88,84.4,6.5,84.21,104.76,2.19
1609527600,5,467.3,0,10.28,84.4,5.25,67.58,84.51,1.68
1609531200,5,407.22,0,6.43,86.55,4.11,51.49,64.63,1.41
1609534800,4,370.5,0,4.54,88.69,3.7,38.41,48.51,1.25
1609538400,4,350.48,0,3.73,90.84,3.64,31.98,40.57,1.16
1609542000,4,340.46,0,3.9,89.41,3.82,31.25,39.56,1.27
1609545600,4,347.14,0,5.1,85.12,4.23,34.8,43.88,1.44
1609549200,4,380.52,0,8.57,79.39,4.83,39.13,49.27,1.68
1609552800,4,460.63,0.06,15.59,69.38,5.66,42.76,54.06,2.03
1609556400,4,507.36,1.09,18.85,62.94,6.5,42.83,54.51,2.5
1609560000,4,447.27,2.24,13.37,65.09,6.68,35.23,45.03,2.72
1609563600,4,390.53,2.15,9,70.1,6.68,26.85,34.55,2.66
1609567200,3,350.48,1.5,6.17,80.11,6.14,24.17,31,2.47
1609570800,2,313.76,0.6,3.81,77.96,3.99,15.65,20.01,1.52
1609574400,2,320.44,0.5,3.94,74.39,3.52,12.75,16.25,1.33
1609578000,2,320.44,0.38,4.41,72.24,3.37,12.25,15.6,1.36
1609581600,2,330.45,0.23,5.91,69.38,3.82,12.62,15.6,1.52
1609585200,2,350.48,0.26,8.48,66.52,4.35,14.49,16.92,1.77
1609588800,2,383.85,0.16,11.65,61.51,4.53,16.78,18.66,1.9
1609592400,3,413.9,0.01,13.54,57.22,4.77,21.18,22.87,2.03
1609596000,4,433.92,0,13.88,55.79,5.01,28.79,30.64,2.15
1609599600,4,433.92,0,12.51,56.51,5.01,35.17,37.24,1.96
1609603200,4,433.92,0,10.97,58.65,4.89,39.75,42.09,1.77
1609606800,4,447.27,0,10.03,62.23,4.89,46.24,48.73,1.62
1609610400,5,460.63,0,9,67.95,4.53,54.23,56.55,1.41
1609614000,5,447.27,0,7.37,71.53,4.17,58.68,60.74,1.27
1609617600,5,433.92,0,5.66,72.24,3.87,58.14,60.07,1.31
1609621200,5,417.23,0,4.58,72.96,3.58,52.07,53.84,1.35
1609624800,4,400.54,0,4.07,74.39,3.49,43,44.71,1.35
1609628400,4,387.19,0,3.98,73.67,3.7,35.47,37.33,1.33
1609632000,4,377.18,0,4.41,72.24,3.93,28.49,30.39,1.33
1609635600,3,387.19,0,6.34,67.95,4.23,23.56,25.56,1.39
1609639200,3,440.6,0.04,11.48,60.08,5.07,21.41,23.9,1.65
1609642800,3,500.68,1.09,15.25,53.64,6.2,20.63,23.78,1.96
1609646400,2,453.95,1.96,11.82,58.65,6.26,17.2,20.35,2.03
1609650000,2,390.53,1.5,8.48,67.23,5.9,17.19,20.74,2.28
1609653600,2,363.83,1.03,6.43,75.82,5.48,19.28,23.55,2.41
1609657200,2,303.75,0.55,4.37,76.53,4.05,12.5,15.39,1.58
1609660800,2,293.73,0.47,4.41,75.1,3.73,10.16,12.27,1.35
1609664400,2,300.41,0.4,4.8,73.67,3.73,10.53,12.59,1.41
1609668000,2,320.44,0.43,6,71.53,4.23,10.72,12.74,1.54
1609671600,2,357.15,0.61,8.31,68.67,4.83,11.15,13.13,1.76
1609675200,2,400.54,0.46,12,63.66,5.07,12.93,15.02,1.95
1609678800,2,453.95,0.03,16.11,55.79,5.6,17.28,19.7,2.19
1609682400,3,487.33,0,16.97,50.78,5.9,23.2,25.94,2.12
1609686000,4,487.33,0,16.11,49.35,5.9,25.6,28.35,1.84
1609689600,4,467.3,0,13.71,50.07,5.48,26.49,29.25,1.76
1609693200,4,447.27,0,12.17,50.07,5.07,27.5,30.76,1.81
1609696800,4,427.25,0,11.14,49.35,4.65,29.75,33.49,1.71
1609700400,4,400.54,0,9.25,50.07,4.35,30.84,34.66,1.62
1609704000,4,380.52,0,7.54,50.78,4.95,30.23,33.81,1.58
1609707600,4,360.49,0,5.91,52.93,4.89,28.7,32.51,1.54
1609711200,4,343.8,0,5.27,55.08,5.07,27.69,31.84,1.47
1609714800,4,337.12,0,5.01,56.51,5.19,26.82,31.05,1.46
1609718400,3,340.46,0,5.44,56.51,5.25,24.71,28.49,1.41
1609722000,3,367.17,0,7.71,55.08,5.36,21.65,25.03,1.52
1609725600,3,440.6,0.04,13.37,49.35,6.26,20.25,23.44,1.71
1609729200,2,500.68,0.94,15.77,47.92,7.03,19.39,22.32,1.81
1609732800,2,447.27,1.63,12.17,56.51,6.56,16.94,19.76,1.84
1609736400,2,413.9,1.5,10.45,60.8,6.8,15.82,18.68,2.01
1609740000,2,390.53,1.13,9.17,62.23,7.15,14.24,16.96,2.09
1609743600,2,363.83,0.95,7.45,65.09,6.5,10.8,12.95,1.82
1609747200,1,360.49,0.75,7.8,64.37,6.2,9.26,11.28,1.79
1609750800,1,357.15,0.57,8.23,62.94,6.08,9.62,11.96,1.92
1609754400,2,387.19,0.99,10.28,61.51,7.03,11,13.82,2.28
1609758000,2,473.98,1.61,15.08,58.65,8.35,12.7,15.96,2.85
1609761600,2,574.11,1.41,21.59,51.5,8.7,13.82,17.23,3.23
1609765200,2,614.17,0.12,23.99,45.78,8.58,14.2,17.64,3.64
1609768800,2,600.82,0,21.76,46.49,8.35,14.08,17.73,4.18
1609772400,2,587.46,0,19.19,49.35,7.57,13.9,17.45,3.9
1609776000,2,567.44,0,15.77,51.5,6.56,15.45,18.66,2.95
1609779600,2,567.44,0,14.22,51.5,6.02,17.88,20.8,2.15
1609783200,2,554.09,0,13.02,52.21,5.48,18.29,20.79,1.71
1609786800,2,500.68,0,10.2,52.93,4.95,17.27,19.13,1.44
1609790400,2,453.95,0,7.11,55.08,4.71,18.09,19.72,1.3
1609794000,2,420.57,0,5.36,56.51,4.59,18.73,20.33,1.24
1609797600,2,407.22,0,5.06,55.79,4.89,18.56,20.18,1.28
1609801200,2,407.22,0,5.91,52.93,5.42,18.36,20.13,1.49
1609804800,2,427.25,0,7.88,48.64,6.26,18.12,20.01,1.63
1609808400,2,480.65,0.01,12.68,42.92,7.21,17.77,19.97,1.88
1609812000,2,600.82,0.13,21.94,32.9,8.23,17.47,20.24,2.25
1609815600,2,667.57,1.55,25.71,28.61,9.3,16.55,19.65,2.66
1609819200,2,560.76,1.69,18.34,40.05,8.7,12.46,15.11,2.47
1609822800,1,500.68,0.99,14.22,49.35,7.99,9.49,11.69,2.5
1609826400,1,480.65,0.51,11.82,54.36,7.45,7.68,9.53,2.47
1609830000,1,433.92,0.33,8.23,62.94,5.72,5.03,6.01,1.6
1609833600,1,427.25,0.4,7.97,65.09,5.42,4.56,5.22,1.33
1609837200,1,433.92,0.47,8.14,63.66,5.19,5.04,5.63,1.33
1609840800,1,453.95,0.48,10.28,58.65,5.72,7.01,7.71,1.57
1609844400,2,514.03,0.4,15.25,50.07,6.56,11.12,12.05,1.98
1609848000,2,580.79,0.13,20.56,41.84,6.8,15.3,16.39,2.06
1609851600,3,614.17,0.01,21.94,36.84,6.56,21.42,22.64,1.95
1609855200,4,620.84,0.02,21.42,34.69,6.74,26.36,27.89,1.92
1609858800,4,614.17,0.01,19.54,35.05,6.91,25.63,27.37,1.76
1609862400,3,600.82,0.01,17.48,34.69,6.8,24.12,26,1.69
1609866000,3,600.82,0.02,17.14,31.83,6.56,22.81,24.74,1.63
1609869600,3,587.46,0.02,15.94,30.76,6.2,21.31,22.92,1.44
1609873200,2,540.73,0.01,13.37,33.26,6.02,19.39,20.57,1.28
1609876800,3,500.68,0,10.71,35.41,6.2,20.42,21.46,1.2
1609880400,3,473.98,0,9.34,35.41,6.44,22.46,23.45,1.16
1609884000,3,473.98,0,9.08,34.33,6.91,23.8,24.71,1.12
1609887600,3,473.98,0.01,9.51,32.9,7.39,24.56,25.46,1.19
1609891200,3,494,0.01,11.31,30.76,8.11,24.79,25.75,1.31
1609894800,3,547.41,0.08,16.11,25.39,8.82,24.7,26.06,1.68
1609898400,4,667.57,0.87,25.36,14.13,9.89,25,27.17,2.19
1609902000,4,747.68,4.92,26.05,10.01,11.33,25.32,27.94,2.38
1609905600,3,607.49,3.97,18.34,23.96,10.49,22.44,24.48,1.5
1609909200,3,547.41,3.33,14.57,30.76,9.89,24.02,25.64,1.17
1609912800,4,520.71,2.68,12.51,36.84,9.42,26.21,27.61,1.14
1609916400,4,520.71,2.12,12,44.7,9.3,26.24,27.4,1.2
1609920000,3,527.38,1.75,13.54,48.64,9.06,24.93,25.97,1.3
1609923600,3,547.41,1.44,15.08,45.78,8.82,24.93,25.93,1.31
1609927200,3,580.79,0.78,18.34,38.98,9.18,24.24,25.22,1.31
1609930800,3,620.84,0.61,22.28,31.83,9.06,22.71,23.73,1.36
1609934400,3,680.92,0.36,27.08,22.89,8.46,23.49,24.58,1.33
1609938000,4,761.03,0.59,30.85,13.41,8.11,29.57,30.99,1.5
1609941600,4,807.76,1.22,31.87,7.87,8.46,35.36,37.36,1.81
1609945200,4,827.79,1.43,30.16,6.17,8.7,37.27,39.65,1.95
1609948800,4,807.76,1.22,27.08,6.26,8.23,36.49,39.02,1.98
1609952400,4,774.38,0.96,24.33,7.15,7.33,33.47,35.7,1.92
1609956000,4,714.3,0.61,21.59,9.48,6.38,27.34,29.06,1.65
1609959600,3,614.17,0.18,16.97,15.38,5.54,20.91,22.16,1.44
1609963200,2,527.38,0.03,11.82,22.89,5.25,15.73,16.78,1.44
1609966800,2,473.98,0.01,8.91,28.61,5.07,11.74,12.62,1.41
1609970400,1,453.95,0.01,7.97,30.76,5.31,9.83,10.68,1.44
1609974000,1,453.95,0.01,8.23,30.4,5.84,9.08,9.99,1.54
1609977600,1,473.98,0.02,10.03,27.9,6.5,8.91,9.92,1.69
1609981200,1,540.73,0.14,14.91,22.35,7.27,9.49,10.72,1.88
1609984800,2,674.25,0.96,23.99,12.52,8.35,10.88,12.63,2.09
1609988400,2,741.01,2.79,26.73,9.84,9.42,11.18,13.17,2.09
1609992000,1,640.87,2.57,19.02,22.89,9.18,9.16,11.06,1.87
1609995600,1,560.76,1.69,14.4,30.76,8.46,7.74,9.43,1.81
1609999200,1,507.36,1.09,12,37.19,7.75,6.51,7.88,1.73
1610002800,1,433.92,0.76,9.6,45.78,6.26,4.44,5.25,1.3
1610006400,1,420.57,0.81,8.74,48.64,5.66,4.11,4.75,1.2
1610010000,1,410.56,0.73,8.31,50.07,5.31,4.74,5.35,1.22
1610013600,1,417.23,0.72,9.6,48.64,5.66,6.39,7.06,1.35
1610017200,1,460.63,0.78,13.2,44.35,6.14,9.91,10.7,1.5
1610020800,2,520.71,0.56,18.17,37.19,6.32,13.45,14.39,1.65
1610024400,2,567.44,0.08,21.76,30.04,6.68,16.79,18.19,2.03
1610028000,3,600.82,0.07,23.31,25.39,7.27,20.99,23.36,2.47
1610031600,3,600.82,0.08,22.62,23.96,7.51,22.92,25.94,2.34
1610035200,3,574.11,0.07,19.88,23.96,7.15,21.45,24.63,2.25
1610038800,2,554.09,0.08,18.34,22.53,6.62,17.19,20.08,2.19
1610042400,2,534.06,0.1,17.48,20.03,5.96,14.67,16.85,1.93
1610046000,2,494,0.08,14.91,19.67,5.54,13.54,14.98,1.58
1610049600,2,460.63,0.03,11.48,21.46,5.31,13.06,14.11,1.41
1610053200,2,440.6,0.02,9.34,23.6,5.07,12.72,13.58,1.38
1610056800,2,417.23,0.01,8.05,26.46,5.19,13.35,14.14,1.27
1610060400,2,397.21,0.01,7.2,29.33,5.6,15.01,15.8,1.16
1610064000,2,393.87,0.01,7.37,29.68,6.02,13.88,14.63,1.06
1610067600,2,423.91,0.05,9.94,27.18,6.56,12.6,13.51,1.19
1610071200,2,514.03,0.24,16.97,20.39,7.87,12.93,14.31,1.52
1610074800,2,600.82,1.17,22.28,13.59,9.54,13.84,15.58,1.71
1610078400,2,534.06,2.46,16.28,21.99,9.42,12.25,13.85,1.65
1610082000,2,473.98,3.24,11.31,31.83,9.18,10.52,11.97,1.68
1610085600,2,440.6,3.02,8.65,43.27,8.94,10.49,11.82,1.69
1610089200,2,400.54,2.12,7.28,56.51,7.87,10.41,11.57,1.46
1610092800,2,383.85,1.61,7.45,60.8,7.45,10.28,11.33,1.39
1610096400,2,380.52,1.27,8.05,59.37,7.33,11.06,12.07,1.39
1610100000,2,487.33,1.79,15.94,47.92,9.54,13.63,14.89,1.92
1610103600,2,654.22,2.49,27.08,31.11,10.61,16.19,17.79,2.22
1610107200,2,807.76,2.77,38.04,14.31,10.01,17.35,19.15,2.01
1610110800,2,834.47,2.1,39.07,7.42,8.82,17.78,19.93,2.06
1610114400,2,761.03,1.01,33.59,10.37,8.58,17.73,20.39,2.28
1610118000,2,687.6,0.44,28.45,14.13,8.46,16.96,19.84,2.28
1610121600,2,614.17,0.16,22.96,19.13,7.75,14.98,17.73,2.22
1610125200,2,580.79,0.1,20.22,21.46,7.09,13.55,16.26,2.15
1610128800,2,574.11,0.12,20.91,19.67,7.39,13.48,15.86,1.81
1610132400,2,567.44,0.09,21.94,17.7,9.06,14.8,16.55,1.3
1610136000,2,554.09,0.03,20.91,18.95,10.25,17.11,18.31,0.93
1610139600,2,554.09,0.02,18.34,21.1,10.25,17.78,18.63,0.81
1610143200,2,540.73,0.01,15.25,23.25,9.06,15.36,16.03,0.85
1610146800,2,527.38,0.01,14.22,23.6,8.35,13.25,13.87,1
1610150400,2,520.71,0.03,14.4,21.82,7.87,13.16,13.83,1.14
1610154000,2,534.06,0.15,16.45,17.7,7.87,15.65,16.6,1.38
1610157600,2,587.46,0.73,21.42,11.18,8.35,19.51,21.11,1.69
1610161200,3,620.84,2.07,22.96,8.14,8.94,20.31,22.46,2
1610164800,2,494,1.58,15.42,18.77,7.75,12.75,14.41,1.54
1610168400,1,433.92,1.24,11.14,25.03,7.21,8.32,9.63,1.43
1610172000,1,410.56,1.08,9.34,28.97,7.15,7.52,8.59,1.46
1610175600,1,380.52,1.22,8.05,35.41,6.74,7.39,8.24,1.36
1610179200,1,367.17,1.01,7.8,38.98,6.32,8.22,8.95,1.31
1610182800,1,367.17,0.79,7.71,41.49,5.96,9.36,10.06,1.33
1610186400,1,387.19,0.7,9.43,41.13,6.2,9.51,10.26,1.5
1610190000,1,427.25,0.57,13.71,36.48,6.62,9.67,10.57,1.9
1610193600,1,467.3,0.29,18.85,29.33,6.32,9.93,11,2.25
1610197200,1,473.98,0.11,21.08,22.71,5.84,9.96,11.36,2.79
1610200800,2,460.63,0.14,20.22,19.67,5.78,10.46,12.38,3.17
1610204400,2,453.95,0.12,18.68,19.49,5.78,12.59,15.05,3.04
1610208000,2,433.92,0.06,15.94,22.89,5.31,16.55,19.54,2.63
1610211600,3,423.91,0.03,13.54,26.11,4.89,20.05,23.32,2.28
1610215200,2,403.88,0.02,11.65,27.54,4.41,18.9,21.84,2.01
1610218800,2,370.5,0.01,9.6,28.61,4.11,16.14,18.68,1.76
1610222400,2,347.14,0.01,7.8,28.61,3.99,16.14,18.75,1.76
1610226000,2,330.45,0.01,6.43,29.68,3.7,16.38,19.1,1.71
1610229600,2,320.44,0.01,5.57,30.4,3.64,16.23,18.95,1.63
1610233200,2,313.76,0.01,5.48,29.68,3.82,16.67,19.23,1.6
1610236800,2,320.44,0.02,6.51,27.18,4.17,16.5,18.73,1.62
1610240400,2,357.15,0.11,9.85,21.99,4.59,15.96,18,1.76
1610244000,2,453.95,0.94,16.97,12.16,5.66,15.47,17.8,2.03
1610247600,2,534.06,4.58,18.34,9.12,6.91,14.6,17.14,2.12
1610251200,2,460.63,3.8,13.71,21.46,7.21,10.91,13.03,1.93
1610254800,1,407.22,2.43,10.11,33.26,6.8,8.6,10.39,2.03
1610258400,1,373.84,1.62,7.8,44.35,6.38,8.28,9.91,2.12
1610262000,1,320.44,1.16,5.06,52.21,4.95,6.06,7.19,1.58
1610265600,1,307.08,1.12,4.58,55.08,4.59,5.01,5.9,1.41
1610269200,1,307.08,1.17,4.71,56.51,4.65,4.96,5.84,1.46
1610272800,1,373.84,2.1,9,53.64,6.74,6.17,7.33,2.15
1610276400,1,480.65,2.74,17.31,41.49,8.7,7.85,9.57,3.29
1610280000,1,580.79,1.93,27.42,25.39,9.06,8.86,11.07,4.12
1610283600,2,647.54,1.09,33.93,11,8.35,10.07,13.03,5.26
1610287200,2,674.25,1.77,33.59,5.54,7.87,11.69,15.58,6.08
1610290800,2,660.9,1.79,31.87,4.78,7.87,13.12,17.71,5.64
1610294400,2,620.84,1.06,29.13,6.88,7.33,13.86,18.91,4.69
1610298000,2,567.44,0.5,26.05,10.55,6.5,13.87,19.2,3.83
1610301600,2,520.71,0.26,22.62,13.59,5.66,13.43,18.71,3.1
1610305200,2,453.95,0.1,17.48,17.52,5.25,13.43,17.86,2.41
1610308800,2,407.22,0.04,13.2,20.56,5.72,15.84,19.56,2.22
1610312400,3,373.84,0.02,9.94,23.25,5.48,20.82,23.95,2.09
1610316000,4,357.15,0.01,8.4,25.39,5.31,27.07,29.75,1.93
1610319600,4,357.15,0.01,7.97,26.11,5.25,31.15,33.73,1.85
1610323200,4,367.17,0.03,8.74,25.03,5.36,31.86,34.35,1.9
1610326800,4,410.56,0.12,12.34,21.82,5.66,29.57,32.44,2.19
1610330400,4,520.71,0.74,20.74,13.59,6.74,26.33,29.84,2.53
1610334000,3,580.79,2.71,24.33,8.4,7.87,22.18,25.89,2.82
1610337600,2,494,4.53,17.82,16.81,8.23,17.13,20.64,3.07
1610341200,2,427.25,4.64,13.88,23.96,8.46,13.49,16.75,3.29
1610344800,2,403.88,4.41,11.31,32.54,8.58,10.92,13.68,3.1
1610348400,1,383.85,1.54,10.37,41.49,6.86,7.36,9.28,2.38
1610352000,1,400.54,1.2,9.6,45.42,6.08,6.5,8.14,2.25
1610355600,1,410.56,0.98,9.51,46.49,5.78,6.61,8.21,2.34
1610359200,1,433.92,0.6,12,43.27,6.14,7.3,8.96,2.53
1610362800,1,487.33,0.4,16.28,36.12,6.5,8.32,10.16,2.79
1610366400,1,540.73,0.23,20.91,28.97,6.38,9.74,11.82,3.01
1610370000,2,594.14,0.2,24.68,21.46,6.02,12.53,15.29,3.55
1610373600,2,640.87,0.4,27.08,15.2,6.26,16.62,20.83,4.5
1610377200,2,647.54,0.47,26.39,13.23,6.38,19.74,25.29,4.69
1610380800,3,620.84,0.34,23.65,14.31,5.96,21.27,27.79,4.24
1610384400,3,594.14,0.27,21.42,15.56,5.36,21.89,28.86,3.48
1610388000,3,554.09,0.19,19.19,17.35,4.65,23,29.92,2.63
1610391600,4,494,0.07,15.59,21.64,4.05,26.02,32.69,2
1610395200,4,440.6,0.02,11.14,27.54,3.76,30.62,37.3,1.77
1610398800,4,407.22,0.01,8.23,31.83,3.52,34.01,40.59,1.66
1610402400,4,387.19,0,6.86,33.98,3.49,35.19,41.35,1.6
1610406000,4,360.49,0,6.08,34.33,3.49,33.18,38.58,1.52
1610409600,4,343.8,0.01,6.34,32.19,3.58,28.57,33.04,1.49
1610413200,3,357.15,0.07,9.25,26.46,3.87,23.79,27.64,1.69
1610416800,3,440.6,0.61,16.79,15.74,4.77,20.55,24.37,2.44
1610420400,2,494,2.6,20.22,11.8,5.48,17.19,20.82,3.07
1610424000,2,397.21,2.35,13.88,23.96,5.31,12.6,15.24,2.66
1610427600,2,347.14,2.35,9.6,31.11,5.36,10.99,13.35,2.57
1610431200,2,310.42,2.18,6.86,39.34,5.13,10.14,12.27,2.47
1610434800,1,257.02,1.59,4.33,48.64,4.11,8.14,9.63,1.79
1610438400,1,243.66,1.26,4.11,50.07,3.64,7.36,8.62,1.55
1610442000,1,236.99,1.08,4.16,46.49,3.37,7.64,8.98,1.49
1610445600,1,267.03,1.22,6.51,41.13,4.23,9.01,10.7,1.76
1610449200,2,330.45,1.37,11.65,34.33,5.13,11.09,13.31,2.31
1610452800,2,403.88,0.85,18.34,26.46,5.54,13.2,15.92,2.79
1610456400,2,433.92,0.18,20.56,23.25,5.54,16.16,19.47,3.26
1610460000,3,433.92,0.08,19.19,25.03,5.6,20.63,24.88,3.9
1610463600,4,433.92,0.05,17.48,27.18,5.6,25.4,30.62,4.18
1610467200,4,423.91,0.03,15.25,30.04,5.25,29.39,35.49,3.9
1610470800,4,423.91,0.02,14.22,31.83,4.89,32.07,38.86,3.23
1610474400,4,410.56,0.01,13.37,33.98,4.41,33.52,40.65,2.31
1610478000,4,380.52,0.01,11.31,37.19,4.05,34.59,41.65,1.68
1610481600,4,353.81,0,8.65,40.41,3.93,35.74,42.77,1.5
1610485200,4,333.79,0,6.94,42.56,3.79,36.02,42.87,1.46
1610488800,4,320.44,0,6.17,43.27,3.87,34.64,40.94,1.46
1610492400,4,310.42,0,6,41.84,4.05,31.22,36.71,1.46
1610496000,4,310.42,0,6.77,38.98,4.35,27.18,31.77,1.47
1610499600,3,340.46,0.03,10.2,32.9,4.77,23.24,27.31,1.71
1610503200,3,440.6,0.33,18.85,21.1,5.72,20.14,24.21,2.31
1610506800,2,514.03,1.87,23.99,12.7,6.62,17.08,21.13,2.88
1610510400,2,453.95,5.09,15.94,22.35,6.91,13.66,17.44,3.23
1610514000,2,387.19,5.03,11.14,31.47,7.09,11.49,15.09,3.52
1610517600,2,343.8,3.86,8.31,44.7,7.09,10.45,13.65,3.42
1610521200,1,250.34,1.29,4.67,55.08,4.53,5.88,7.43,1.74
1610524800,1,236.99,1.09,4.07,57.22,3.99,5.34,6.61,1.43
1610528400,1,236.99,1.05,4.11,57.94,3.93,6.41,7.85,1.39
1610532000,1,280.38,1.62,6.94,55.08,5.42,8.68,10.59,1.77
1610535600,2,360.49,2.49,12.34,50.78,6.8,11.65,14.33,2.47
1610539200,2,453.95,2.4,19.71,42.2,7.27,14.44,17.9,3.01
1610542800,2,494,0.37,25.02,33.26,7.33,17.3,21.66,3.71
1610546400,3,494,0.03,23.99,32.19,7.27,20.32,25.54,4.56
1610550000,3,480.65,0.02,21.59,34.69,7.09,23.13,28.85,4.88
1610553600,4,467.3,0.01,17.99,40.05,6.5,26.15,32.21,4.18
1610557200,4,473.98,0,16.28,43.63,6.02,30.83,37.58,3.2
1610560800,4,480.65,0,15.25,45.06,5.42,36.34,43.91,2.22
1610564400,4,460.63,0,13.88,43.99,4.95,40.86,49.06,1.68
1610568000,4,440.6,0,11.48,42.56,4.59,44.54,53.19,1.6
1610571600,4,417.23,0,9.08,42.92,4.23,46.84,55.07,1.57
1610575200,4,400.54,0,7.71,43.63,4.11,46.12,52.73,1.5
1610578800,4,380.52,0,6.94,45.06,4.23,42.92,47.91,1.39
1610582400,4,373.84,0,7.45,44.7,4.47,39.29,43.29,1.33
1610586000,4,400.54,0.02,11.14,39.34,4.89,36.1,39.96,1.49
1610589600,4,527.38,0.53,21.42,25.39,6.32,34.68,39.31,2.19
1610593200,4,654.22,7.1,23.31,20.21,7.99,33.52,38.94,3.04
1610596800,4,600.82,9.39,16.79,29.33,8.82,30.85,36.41,3.23
1610600400,4,514.03,6.59,13.88,42.92,9.3,31.78,37.75,3.42
1610604000,4,460.63,3.74,10.97,63.66,9.06,33.75,39.69,3.17
1610607600,3,327.11,1.33,5.1,67.23,5.42,20.42,23.47,1.31
1610611200,2,333.79,1.22,4.97,65.8,4.95,16.51,18.57,1.03
1610614800,2,347.14,1.23,5.57,66.52,5.13,17.98,19.79,1.03
1610618400,3,393.87,1.61,8.65,64.37,6.56,20.62,22.29,1.31
1610622000,3,480.65,1.75,14.91,56.51,7.87,23.15,24.86,1.74
1610625600,3,574.11,0.95,23.31,44.35,8.35,24.49,26.26,2.06
1610629200,4,600.82,0.06,25.36,37.91,7.99,26.48,28.4,2.19
1610632800,4,567.44,0.01,21.42,40.05,7.51,30.81,32.88,2
1610636400,4,540.73,0,17.82,45.06,7.09,37.88,40.03,1.66
1610640000,4,527.38,0,14.74,51.5,6.44,47.03,49.42,1.41
1610643600,5,534.06,0,13.71,53.64,6.02,56.96,59.7,1.33
1610647200,5,527.38,0,13.02,52.93,5.54,65.8,68.49,1.19
1610650800,5,487.33,0,11.14,50.78,5.19,67.65,70.02,1.03
1610654400,5,453.95,0,9,50.07,5.13,67.83,70.03,1.09
1610658000,5,427.25,0,7.37,50.07,4.89,60.7,62.78,1.14
1610661600,4,413.9,0,6.6,50.78,5.13,46.16,47.97,1.2
1610665200,4,407.22,0,6.43,51.5,5.54,36.06,37.7,1.22
1610668800,4,413.9,0,7.37,50.78,6.02,32.95,34.65,1.24
1610672400,4,460.63,0,10.97,47.92,6.56,30.68,32.6,1.39
1610676000,4,574.11,0.15,20.05,37.55,7.87,26.6,28.97,1.87
1610679600,3,680.92,3.33,23.99,31.47,9.42,24.29,27.14,2.53
1610683200,3,640.87,5.81,18.34,38.98,9.89,22.82,26,2.95
1610686800,3,554.09,4.69,13.71,51.5,9.78,22.52,25.93,3.04
1610690400,3,494,3.1,10.28,70.1,9.66,24.17,27.56,2.6
1610694000,2,363.83,1.52,6.17,77.96,7.03,19.34,21.78,1.49
1610697600,2,333.79,1.1,5.83,76.53,6.14,16.97,19.08,1.31
1610701200,2,323.77,0.79,6,72.96,5.6,17.73,19.95,1.22
1610704800,3,350.48,0.72,8.82,66.52,6.44,20.24,22.8,1.35
1610708400,3,420.57,0.65,14.91,57.22,7.63,24.24,27.42,1.76
1610712000,4,500.68,0.27,21.42,48.64,7.87,30.11,34.19,2.09
1610715600,4,554.09,0.02,24.68,42.56,7.87,35.65,40.82,2.69
1610719200,4,567.44,0.01,25.02,39.7,8.23,39.45,45.79,3.74
1610722800,4,554.09,0.01,23.31,40.41,8.23,40.77,47.81,4.18
1610726400,4,520.71,0,19.36,43.63,7.51,41.06,48.47,3.74
1610730000,4,507.36,0,17.31,45.78,6.86,42.22,50.18,2.95
1610733600,4,494,0,15.94,47.92,6.2,43.04,51.29,2.03
1610737200,4,453.95,0,12.51,52.21,5.42,42.79,50.89,1.33
1610740800,4,410.56,0,8.48,55.79,4.41,43.83,51.99,1.12
1610744400,4,393.87,0,6.86,56.51,4.11,46.65,54.96,1.09
1610748000,4,390.53,0,6.51,55.79,4.29,49.64,57.78,1.09
1610751600,5,393.87,0,6.86,54.36,4.53,51.9,59.59,1.12
1610755200,5,403.88,0,8.14,51.5,4.77,52.55,59.53,1.22
1610758800,5,453.95,0.01,12.51,44.7,5.13,51.76,58.12,1.47
1610762400,4,587.46,0.13,23.31,31.83,6.56,49.63,55.59,1.95
1610766000,4,727.65,2.38,30.85,22.71,8.7,44.2,49.66,2.5
1610769600,4,660.9,3.63,21.42,38.98,10.13,28.85,32.59,2.47
1610773200,3,627.52,4.02,15.42,53.64,10.37,21.39,24.66,3.07
1610776800,2,600.82,3.07,11.31,75.1,10.25,18.5,21.3,3.2
1610780400,2,507.36,1.1,6.26,94.41,7.33,13.51,15.19,2.03
1610784000,2,480.65,0.73,5.66,89.41,6.26,10.29,11.53,1.73
1610787600,2,460.63,0.54,6,82.25,5.78,9.39,10.59,1.73
1610791200,1,460.63,0.54,7.88,73.67,6.02,9.62,10.92,1.88
1610794800,2,500.68,0.95,11.65,65.8,6.8,10.99,12.56,2.28
1610798400,2,547.41,0.94,16.97,57.94,7.03,12.79,14.7,2.69
1610802000,2,594.14,0.13,21.25,48.64,7.21,15.95,18.5,3.45
1610805600,3,594.14,0,19.88,47.92,7.03,21.25,24.77,4.37
1610809200,4,567.44,0,16.97,51.5,6.56,28.54,33.08,4.75
