DATE,AQI,CO,NO,NO2,O3,SO2,PM_5,PM10,NH3
1614592800,4,433.92,0.73,6.08,155.93,10.85,37.36,49.65,7.98
1614596400,4,520.71,0.99,9.94,143.05,11.8,42.8,57.88,10.26
1614600000,4,600.82,0.75,14.74,124.45,12.64,47.22,64.69,12.29
1614603600,5,727.65,0.1,20.91,101.57,13.47,53.65,77.2,14.95
1614607200,5,881.2,0,25.71,79.39,15.02,62.37,96.07,18.49
1614610800,5,974.66,0,27.42,66.52,15.97,69.01,108.91,21.53
1614614400,5,1014.71,0,27.76,60.08,16.21,72.32,114.32,23.31
1614618000,5,947.95,0,25.71,59.37,14.9,69.53,107.72,23.56
1614621600,5,807.76,0,21.25,64.37,12.4,63.05,90.88,21.79
1614625200,5,680.92,0,16.45,75.1,11.21,58.98,76.21,19.51
1614628800,5,654.22,0,13.88,82.25,11.44,62.44,77.25,19
1614632400,5,667.57,0,12.51,89.41,12.04,69.37,83.84,19
1614636000,5,687.6,0,11.48,95.84,12.52,78.59,92.95,19.76
1614639600,5,720.98,0,10.71,104.43,13.35,90.57,104.73,20.27
1614643200,5,774.38,0,10.8,111.58,14.9,103.31,117.84,20.77
1614646800,5,841.14,0,12.17,115.87,16.69,114.26,131.42,21.03
1614650400,5,934.6,0.03,16.79,105.86,17.88,118.11,141.24,21.28
1614654000,5,947.95,0.91,19.02,100.14,17.88,110.23,135.16,19.51
1614657600,5,847.82,1.93,15.42,108.72,17.64,95.24,117.63,16.47
1614661200,5,761.03,1.76,11.48,128.75,17.64,88.52,108.26,15.07
1614664800,5,687.6,1.05,7.71,157.36,17.64,85.18,101.37,13.93
1614668400,5,560.76,0.46,3.81,177.38,14.07,64.14,75.41,11.4
1614672000,5,547.41,0.4,3.34,175.95,13.83,58.97,69.62,11.4
1614675600,5,554.09,0.39,3.51,178.81,15.5,58.94,69.44,11.53
1614679200,5,620.84,0.62,6.26,178.81,19.31,65.09,77.75,13.05
1614682800,5,700.95,0.79,10.28,168.8,20.5,70.07,85.4,14.31
1614686400,5,761.03,0.59,15.42,151.63,20.27,69.57,86.99,15.45
1614690000,5,841.14,0.07,20.39,127.32,19.31,70.33,92.41,16.97
1614693600,5,934.6,0,23.31,107.29,19.07,74.99,104.43,19.25
1614697200,5,1001.36,0,24.33,92.98,18.84,79.46,113.79,21.79
1614700800,5,1014.71,0,24.68,83.69,18.36,81.61,118.1,23.31
1614704400,5,988.01,0,24.33,77.25,16.93,80.68,116.64,24.07
1614708000,5,907.9,0,22.28,75.1,14.31,76.65,106.12,23.05
1614711600,5,807.76,0,18.68,77.96,11.92,73.36,94.13,21.79
1614715200,5,774.38,0,15.59,82.25,11.09,76.82,94.47,21.79
1614718800,5,774.38,0,13.54,85.83,10.49,83.09,99.73,22.29
1614722400,5,787.74,0,12.34,88.69,10.01,90.27,106.41,22.55
1614726000,5,807.76,0,12.34,88.69,10.13,96.67,112.84,22.8
1614729600,5,847.82,0,13.71,85.83,10.97,101.79,118.98,22.8
1614733200,5,934.6,0,17.31,78.68,12.76,108.07,129.92,23.81
1614736800,5,1121.52,0.05,25.02,67.95,15.97,117.36,149.51,25.33
1614740400,5,1241.68,1.68,29.82,67.95,18.84,121.02,158.76,24.83
1614744000,5,1188.28,3.63,25.71,89.41,22.17,118.95,154.71,22.29
1614747600,5,1094.82,3.21,20.39,123.02,24.32,117.22,151.47,20.27
1614751200,5,934.6,1.75,13.71,170.23,25.03,114.68,143.16,17.48
1614754800,5,700.95,0.74,6.94,200.27,21.22,94.01,115.17,14.44
1614758400,5,654.22,0.59,5.74,203.13,19.31,88.21,108.5,14.69
1614762000,5,627.52,0.56,5.74,200.27,18.84,81.94,102.23,14.95
1614765600,5,754.36,1.2,12.17,177.38,20.03,83.35,110.39,14.82
1614769200,5,1001.36,2.01,23.31,148.77,21.46,91.97,129.73,16.21
1614772800,5,1268.39,1.79,37.7,117.3,23.37,99.28,146.93,17.99
1614776400,5,1922.61,0.4,67.17,50.78,27.18,124.86,202.43,23.31
1614780000,5,2563.48,3.41,84.31,5.99,31.47,159.37,279.07,30.91
1614783600,5,2803.8,13.75,78.14,0.18,33.38,182.48,333.61,38
1614787200,5,2937.32,22.13,71.97,0.02,37.19,203.16,375.6,45.6
1614790800,5,3124.24,32.19,63.75,0,41.49,228.47,421.98,53.2
1614794400,5,3044.13,36.21,55.52,0,41.01,235.48,433.18,56.74
1614798000,5,2803.8,35.32,48.67,0,34.81,231.6,411.02,52.18
1614801600,5,2777.1,35.76,41.81,0,27.18,239.95,399.12,40.53
1614805200,5,2857.21,34.42,40.44,0,22.41,256.62,389.6,29.64
1614808800,5,3017.43,32.19,45.24,0,28.37,276.1,387.77,28.88
1614812400,5,2990.72,30.85,50.72,0,41.96,283.65,388.68,37.49
1614816000,5,2910.61,30.85,52.09,0,51.02,280.37,387.73,49.14
1614819600,5,2830.51,32.19,51.41,0,57.22,273.32,394.88,64.34
1614823200,5,3524.78,50.52,55.52,0.16,78.2,310.85,471.3,88.16
1614826800,5,4753.11,81.36,69.92,3.89,111.58,379.71,580.9,111.46
1614830400,5,4966.74,62.59,102.82,24.32,118.26,405.39,604.6,94.24
1614834000,5,5340.58,25.48,130.24,110.15,105.86,486.67,674.36,67.89
1614837600,5,5767.82,8.16,109.67,314.71,103,654.69,834.46,49.65
1614841200,5,2216.34,7.04,79.51,271.8,234.6,323.37,389.29,15.07
1614844800,5,1815.8,4.19,57.58,326.16,205.99,313.76,369.67,8.61
1614848400,5,1575.47,1.65,32.22,394.82,152.59,304.9,356.5,7.22
1614852000,5,1842.5,1.66,35.3,326.16,96.32,296.48,369.86,13.55
1614855600,5,2456.67,2.26,53.47,237.47,62.94,309.44,418.21,19.76
1614859200,5,2910.61,1.84,76.08,160.22,48.64,304.89,440.54,23.81
1614862800,5,2990.72,0.26,93.22,81.54,41.49,271.89,430.13,29.89
1614866400,5,2883.91,0,98.71,34.69,39.1,245.53,422.98,37.49
1614870000,5,2723.69,0.15,95.96,17.52,38.15,230.07,416.14,44.08
1614873600,5,2563.48,0.85,85.68,9.66,38.15,223.65,407.4,49.14
1614877200,5,2643.59,5.09,73.34,1.92,35.76,232.31,414.89,48.64
1614880800,5,2616.88,11.29,58.95,0.22,28.37,235.41,404.72,41.04
1614884400,5,2403.26,11.85,51.41,0.16,19.79,226.89,365.7,29.89
1614888000,5,2136.23,8.94,45.24,0.46,15.26,211.76,321.47,22.29
1614891600,5,1789.09,2.79,41.13,3.49,12.52,190.34,275.83,15.2
1614895200,5,1495.36,0.24,33.93,13.59,10.61,174.16,243.11,11.15
1614898800,5,1375.2,0.05,28.45,21.64,9.66,168.31,226.32,9.63
1614902400,5,1335.14,0.03,27.08,27.9,9.89,167.26,218.05,9.88
1614906000,5,1134.87,0,22.28,69.38,13.71,145.69,186.81,13.43
1614909600,5,1361.85,0.17,32.9,47.21,15.97,147.79,200.32,20.52
1614913200,5,1522.06,4.36,35.99,35.76,17.64,144.95,201.68,24.32
1614916800,5,1081.47,3.63,22.96,83.69,19.79,109.22,148.6,18.75
1614920400,5,921.25,2.6,15.77,115.87,18.12,98.05,133.6,16.97
1614924000,5,774.38,1.33,9.94,155.93,16.45,90.2,120.75,15.2
1614927600,5,494,0.55,4.5,165.94,11.44,56.15,80.66,10.01
1614931200,4,433.92,0.45,3.64,164.51,9.3,49.12,72.13,8.74
1614934800,4,410.56,0.42,3.56,164.51,8.46,47.54,69.73,8.61
1614938400,5,453.95,0.65,5.83,160.22,10.25,50.59,74.41,9.75
1614942000,5,527.38,0.85,9.51,148.77,11.68,55.84,81.76,11.65
1614945600,5,607.49,0.66,14.57,133.04,12.76,59.5,87.75,13.55
1614949200,5,667.57,0.09,18.51,114.44,13.47,61.49,92.76,15.2
1614952800,5,694.28,0,18.34,105.86,13.83,63.92,97.18,17.23
1614956400,5,707.63,0,17.14,104.43,14.54,67.07,99.51,19
1614960000,5,714.3,0,16.28,108.72,15.74,71.47,101.92,20.27
1614963600,5,720.98,0,15.08,115.87,15.97,77,105.46,21.03
1614967200,5,687.6,0,13.02,124.45,15.14,81.5,105.13,20.27
1614970800,5,634.19,0,10.8,127.32,13.59,82.23,99.92,18.75
1614974400,5,600.82,0,8.82,125.89,12.04,82.06,97.18,18.24
1614978000,5,594.14,0,8.31,120.16,11.21,82.59,97.08,18.24
1614981600,5,594.14,0,8.4,113.01,10.37,82.98,97.29,18.75
1614985200,5,614.17,0,9.17,101.57,9.89,85.33,100.17,19.25
1614988800,5,654.22,0,10.88,90.12,10.01,88.99,105.05,20.27
1614992400,5,734.33,0,14.4,78.68,10.97,94.73,114.69,22.04
1614996000,5,894.55,0.07,20.56,67.23,13.23,103.47,131.35,23.56
1614999600,5,974.66,1.61,22.62,68.67,14.78,107.12,137.62,22.8
1615003200,5,894.55,2.79,17.82,87.98,16.21,102.07,129.6,20.52
1615006800,5,807.76,2.32,13.88,115.87,16.93,97.21,124.52,18.24
1615010400,5,694.28,1.26,9.08,153.07,16.45,89.37,114.47,16.09
1615014000,5,520.71,0.5,4.28,177.38,13.23,70.59,93.15,12.79
1615017600,5,487.33,0.42,3.64,178.81,11.92,66.15,87.32,12.03
1615021200,5,467.3,0.42,3.77,175.95,11.33,63.39,83.51,11.53
1615024800,5,620.84,1.1,9.94,154.5,13.23,70.19,96.25,12.29
1615028400,5,881.2,1.93,20.56,131.61,15.5,83.77,120.65,14.57
1615032000,5,1148.22,1.63,33.59,104.43,17.17,95.4,141.83,16.72
1615035600,5,1321.79,0.22,43.53,74.39,18.6,105.14,163.68,19.51
1615039200,5,1401.9,0,44.55,52.21,19.31,115.89,188.28,22.55
1615042800,5,1401.9,0,41.81,39.34,19.07,126.25,206.32,25.33
1615046400,5,1548.77,0.05,42.16,25.75,20.98,144.18,235.08,28.88
1615050000,5,2029.42,1.87,50.04,6.53,26.7,178.93,293.56,34.45
1615053600,5,2777.1,15.42,50.04,0.13,38.62,231.61,363.24,42.05
1615057200,5,3845.22,36.21,54.84,0,51.5,302.4,438.11,46.61
1615060800,5,4165.65,40.23,57.58,0,43.39,322.78,453.01,40.03
1615064400,5,3631.59,32.19,50.72,0,27.66,293.15,412.91,31.16
1615068000,5,2910.61,23.25,40.1,0.01,16.69,256.82,360.28,22.8
1615071600,5,2403.26,16.99,32.22,0.02,12.16,233.26,319.48,17.73
1615075200,5,2029.42,11.18,29.47,0.17,11.09,215.05,284.96,15.83
1615078800,5,1735.69,4.86,30.85,1.27,14.07,194.46,252.74,19.25
1615082400,5,1922.61,6.37,35.99,1.83,21.22,204.81,276.24,24.83
1615086000,5,2376.56,14.75,40.78,10.37,29.8,231.78,323.12,29.39
1615089600,5,2750.4,16.32,52.09,40.41,41.96,261.69,360.43,31.67
1615093200,5,2670.29,8.38,51.41,114.44,48.16,276.6,368.06,29.39
1615096800,5,2323.15,3.35,35.3,217.44,50.55,290.72,364.02,26.09
1615100400,5,1094.82,2.68,28.45,246.05,98.23,181.73,221.47,14.19
1615104000,5,801.09,2.1,23.99,263.21,100.14,148.09,187.49,10.89
1615107600,5,714.3,1.57,21.08,277.52,93.46,131.98,170.83,10.89
1615111200,5,727.65,1.43,22.62,263.21,83.92,123.73,163.77,11.4
1615114800,5,774.38,1.34,27.42,223.16,75.34,117.41,159.68,12.54
1615118400,5,807.76,0.74,32.22,178.81,67.71,110.39,153.84,13.55
1615122000,5,827.79,0.06,29.47,144.48,55.79,109.41,153.77,15.45
1615125600,5,921.25,0,24.68,127.32,43.87,118.16,163.62,18.75
1615129200,5,974.66,0,22.62,117.3,36.72,125.16,170.32,21.53
1615132800,5,947.95,0,19.71,113.01,31.95,126.78,169.34,22.55
1615136400,5,921.25,0,17.82,110.15,28.37,125.73,165.72,22.55
1615140000,5,854.49,0,16.45,108.72,25.51,120.17,156.66,21.53
1615143600,5,781.06,0,16.11,103,24.56,111.86,144.27,20.52
1615147200,5,787.74,0,17.99,95.84,27.66,109.69,141.63,20.77
1615150800,5,794.41,0,19.54,91.55,33.38,113.26,146.01,20.52
1615154400,5,801.09,0,21.76,86.55,45.78,124.85,158.77,19.25
1615158000,5,807.76,0,22.28,80.82,58.17,147.51,181.19,17.73
1615161600,5,814.44,0,21.59,75.82,63.9,183.47,214.8,17.73
1615165200,5,881.2,0,19.88,77.96,49.11,193.85,221.53,20.52
1615168800,5,1014.71,0.03,20.22,82.25,32.9,168.36,197,23.81
1615172400,5,1054.76,0.64,19.88,91.55,30.99,155.95,185.75,23.31
1615176000,5,934.6,1.26,15.25,118.73,33.85,145.84,173.15,20.01
1615179600,5,854.49,1.43,12.85,143.05,37.19,137.06,164.74,18.24
1615183200,5,801.09,1.36,11.82,170.23,42.92,133.16,161.35,16.97
1615186800,5,727.65,1.34,12,191.69,52.45,129.33,158.19,14.82
1615190400,5,707.63,1.27,12.51,208.86,58.65,136.06,164.94,14.19
1615194000,5,707.63,1.13,12.85,220.3,59.61,138.56,167.66,14.31
1615197600,5,781.06,1.3,18.68,214.58,65.8,146.33,177.64,15.58
1615201200,5,894.55,1.34,29.82,197.41,78.2,155.35,190.05,16.97
1615204800,5,988.01,0.71,42.16,170.23,86.78,153.51,189.85,17.73
1615208400,5,1108.17,0.07,46.61,138.76,82.97,149.82,190.6,19.51
1615212000,5,1348.5,0,43.18,115.87,66.76,160.48,209.6,23.56
1615215600,5,1495.36,0,39.41,105.86,56.27,175.05,229.58,26.35
1615219200,5,1575.47,0,37.36,94.41,47.21,189.22,249.67,27.87
1615222800,5,1642.23,0,35.64,78.68,37.19,200.57,268.47,27.87
1615226400,5,1522.06,0,30.85,68.67,27.18,198.26,265.46,20.77
1615230000,5,1348.5,0,26.39,63.66,20.27,188.9,247.02,13.05
1615233600,5,1241.68,0,22.96,61.51,17.17,182.48,232.21,9.5
1615237200,5,1174.93,0,21.08,60.08,15.02,175.79,219.94,7.73
1615240800,5,1161.58,0,20.74,51.5,12.76,168.75,210.93,6.65
1615244400,5,1201.63,0,22.28,36.48,11.8,163.33,207.6,6.27
1615248000,5,1308.44,0.1,25.71,21.28,13.11,161.4,209.63,6.84
1615251600,5,1535.42,1.96,31.19,6.88,16.69,160.15,219.44,9.5
1615255200,5,1976.01,12.29,32.56,0.56,23.6,167.71,248.78,14.31
1615258800,5,2269.75,22.35,33.24,5.32,30.04,167.53,258.52,18.24
1615262400,5,1869.2,12.96,40.1,34.69,43.39,130.97,203.06,19.51
1615266000,5,1735.69,8.16,41.47,86.55,54.36,131.67,199.13,20.52
1615269600,5,1575.47,4.3,35.99,167.37,66.76,151.02,212.77,19.51
1615273200,5,934.6,3.38,33.24,200.27,116.35,136.69,178.8,9.5
1615276800,5,827.79,2.38,30.85,228.88,121.12,142.97,187.17,7.92
1615280400,5,807.76,1.87,33.59,240.33,127.79,143.58,191.42,8.36
1615284000,5,1455.31,2.79,54.15,177.38,112.53,175.76,249.27,14.31
1615287600,5,2456.67,3.16,78.14,127.32,93.46,234.06,344.81,20.52
1615291200,5,3097.53,1.51,97.33,95.84,84.88,277.9,411.41,24.07
1615294800,5,3391.27,0.15,106.93,58.65,77.25,306.68,468.79,30.4
1615298400,5,4005.43,0.57,119.27,16.99,76.29,355.91,561.57,41.54
1615302000,5,5126.95,14.31,122.01,0.32,82.97,434.2,663.2,54.21
1615305600,5,6675.72,39.34,127.49,0,94.41,555.49,802.25,64.34
1615309200,5,6782.53,47.83,113.79,0,75.34,582.38,844.52,51.17
1615312800,5,5340.58,40.68,89.11,0,43.39,494.31,755.03,33.44
1615316400,5,3685,27.49,67.86,0,21.22,386.68,608.7,17.73
1615320000,5,2830.51,19.45,50.72,0.01,13.83,330.9,509.57,11.15
1615323600,5,2376.56,14.19,38.73,0.05,11.68,305.05,452.9,9.63
1615327200,5,2136.23,11.06,30.5,0.07,11.56,290.73,415.66,11.27
1615330800,5,2082.82,11.96,26.05,0.04,15.02,286.33,398.41,16.21
1615334400,5,2189.64,15.2,25.36,0.03,22.41,291.96,400.55,24.07
1615338000,5,2510.07,23.47,28.45,0.01,34.81,313.72,432.55,36.48
1615341600,5,3337.86,44.7,30.85,0.12,42.92,358.04,511.31,40.53
1615345200,5,4112.24,65.27,37.01,2.12,38.15,390.13,569.46,27.36
1615348800,5,2056.12,8.16,50.72,61.51,46.73,236.65,337.65,17.23
1615352400,5,1708.98,5.81,41.47,113.01,48.64,206.91,305.56,15.2
1615356000,5,1455.31,3.19,30.5,181.68,46.73,198.4,295.17,14.82
1615359600,5,680.92,1.33,14.05,194.55,76.29,130.48,194.79,3.99
1615363200,5,600.82,0.57,8.65,220.3,63.9,131.47,185.92,2.69
1615366800,5,567.44,0.39,8.14,217.44,53.41,121.49,170.96,2.85
1615370400,5,574.11,0.45,10.88,208.86,51.02,115.21,165.24,3.83
1615374000,5,614.17,0.52,14.74,200.27,53.88,118.78,173.38,5.45
1615377600,5,627.52,0.29,16.45,185.97,49.59,116.45,173.99,6.84
1615381200,5,1108.17,0.06,35.3,107.29,38.15,131.91,215.22,15.33
1615384800,5,1708.98,0.01,51.41,37.91,33.38,166.57,297.8,26.09
1615388400,5,2216.34,1.24,61.69,9.3,35.76,203.22,376.35,35.47
1615392000,5,2563.48,4.86,62.38,1.83,40.53,234.95,435.55,41.04
1615395600,5,2536.77,5.81,58.26,1.34,37.19,242.18,450.23,38.51
1615399200,5,2216.34,3.8,51.41,2.48,27.42,220.59,408.17,28.88
1615402800,5,1842.5,1.5,44.55,4.92,18.6,192.92,339.54,18.75
1615406400,5,1735.69,0.94,38.04,5.72,15.26,184.54,306.98,15.45
1615410000,5,1735.69,1.29,34.27,4.07,14.07,184.83,297.05,15.96
1615413600,5,1815.8,3.27,34.96,1.27,20.03,195.27,307.05,27.87
1615417200,5,2136.23,9.61,39.76,0.13,35.76,222.1,341.82,43.57
1615420800,5,3044.13,27.94,47.98,0,62.94,294.66,427.39,53.2
1615424400,5,4592.9,59.9,59.63,0,102.04,415.69,570.27,67.89
1615428000,5,6622.31,106.39,73.34,0.18,150.68,559.48,756.43,98.29
1615431600,5,8224.49,143.05,97.33,3.49,185.01,665.07,896.95,120.58
1615435200,5,4859.92,41.57,113.79,42.56,133.51,440.01,589.53,50.16
1615438800,5,4112.24,13.3,98.71,151.63,105.86,439.3,583.71,34.45
1615442400,5,3231.05,3.86,54.15,306.13,80.11,444.67,589.08,24.57
1615446000,5,894.55,1.13,13.54,246.05,51.98,139.78,207.78,10.13
1615449600,5,600.82,0.58,6.68,228.88,30.28,99.24,158.12,8.11
1615453200,5,507.36,0.49,5.66,214.58,22.41,84.41,142.09,7.54
1615456800,5,907.9,2.07,21.25,164.51,24.32,95.88,170.75,12.16
1615460400,5,1482.01,3.27,39.76,125.89,29.56,122.37,225.16,17.23
1615464000,5,1949.31,2.77,58.26,81.54,33.38,142.8,269.33,21.53
1615467600,5,2136.23,0.46,65.12,38.27,35.29,155.04,307.18,27.36
1615471200,5,2323.15,0.96,63.06,10.73,39.58,174.59,363.52,38
1615474800,5,2616.88,8.49,56.21,0.67,44.82,203.75,433.66,52.18
1615478400,5,2937.32,15.2,51.41,0.06,48.16,243.31,501.16,63.33
1615482000,5,3524.78,19.67,56.21,0.02,48.64,300.62,561.28,61.3
1615485600,5,3898.62,17.88,67.17,0.09,44.35,335.28,552.65,48.64
1615489200,5,3685,10.84,73.34,0.23,37.19,316.76,472.7,33.95
1615492800,5,3337.86,10.06,63.06,0.16,28.37,290.86,422.62,27.87
1615496400,5,2830.51,7.26,50.04,0.28,20.74,265.81,388.52,27.11
1615500000,5,2563.48,6.26,42.16,0.31,16.45,259.08,376.67,28.88
1615503600,5,2536.77,7.49,38.39,0.27,15.26,262.76,370.1,25.84
1615507200,5,2590.18,8.61,39.76,0.6,18.36,268.74,363.28,21.79
1615510800,5,2029.42,0.1,43.18,24.32,26.23,224.34,298.23,17.73
1615514400,5,2056.12,0.32,47.3,23.25,27.9,219.96,308.54,20.27
1615518000,5,2056.12,3.33,47.98,21.64,27.18,214.08,317.55,22.55
1615521600,5,1815.8,4.08,41.13,42.2,28.37,195.61,297.69,21.28
1615525200,5,1895.9,4.41,45.24,60.08,45.78,197.29,297.99,22.04
1615528800,5,1895.9,4.97,58.95,80.11,89.65,185.78,266.25,22.29
1615532400,5,747.68,3.3,46.61,110.15,101.09,73.03,102.54,8.87
1615536000,4,560.76,2.35,32.9,124.45,69.62,45.94,61.41,6.21
1615539600,4,527.38,2.43,31.87,121.59,64.85,37.42,49.05,5.45
1615543200,4,647.54,2.71,43.87,108.72,77.25,44.06,58.45,7.6
1615546800,5,854.49,2.01,66.49,87.26,101.09,57.72,78.97,11.02
1615550400,5,961.3,0.42,76.08,67.95,112.53,67.26,94.94,13.17
1615554000,5,1014.71,0.01,61.01,58.65,87.74,70.13,100.96,14.69
1615557600,5,1228.33,0,51.41,45.78,59.61,81.09,119.16,18.24
1615561200,5,1468.66,0,51.41,32.54,49.11,96.15,139.36,19.51
1615564800,5,1588.82,0.02,51.41,24.32,43.39,108.46,157.27,17.73
1615568400,5,1615.52,0.04,47.3,20.92,34.81,115.06,170.26,14.82
1615572000,5,1508.71,0.03,41.81,21.82,26.23,113.47,167.07,10.64
1615575600,5,1522.06,0.26,40.78,13.59,16.93,116.75,168.61,5.95
1615579200,5,1575.47,1.03,37.01,4.87,11.56,124.4,177.92,4.88
1615582800,5,1615.52,3.33,31.53,0.97,10.25,132.01,189.23,5.57
1615586400,5,1695.63,7.71,26.39,0.08,10.25,143.13,206,6.71
1615590000,5,1815.8,12.07,22.96,0.04,11.33,156.48,222.19,7.09
1615593600,5,1949.31,16.09,22.62,0.03,13.95,169.76,236.36,7.79
1615597200,5,2162.93,21.91,23.99,0.01,18.12,186.93,260.11,10.13
1615600800,5,2777.1,38.45,24.33,0.18,24.32,223.03,321.41,14.19
1615604400,5,3391.27,58.12,28.45,2.66,28.85,251.06,372.71,16.72
1615608000,5,1976.01,16.76,50.04,44.35,60.56,178.6,240.84,11.15
1615611600,5,1735.69,9.72,45.93,105.86,61.04,185.19,245.27,10.51
1615615200,5,1455.31,3.86,30.85,197.41,55.31,197.66,252.47,9.37
1615618800,5,667.57,0.46,8.57,181.68,27.9,97.63,119.09,4.56
1615622400,5,507.36,0.37,5.01,171.66,20.03,72.27,86.1,3.07
1615626000,5,467.3,0.37,4.33,175.95,20.27,66.67,78.5,2.88
1615629600,5,540.73,0.69,8.48,167.37,21.46,68.76,84.34,5
1615633200,5,687.6,0.88,15.77,147.34,20.5,73.76,96.18,8.49
1615636800,5,821.11,0.59,24.33,121.59,19.31,75.13,103.11,11.53
1615640400,5,1068.12,0.67,35.64,86.55,19.31,81.54,121.88,15.83
1615644000,5,1401.9,0.01,47.98,48.64,20.5,95.51,155.29,21.53
1615647600,5,1642.23,0.02,52.78,26.82,21.22,110.5,181.8,25.84
1615651200,5,1708.98,0.13,50.04,17.52,20.5,120.03,192.21,27.36
1615654800,5,1588.82,0.12,44.55,17.88,16.93,112.5,180,26.35
1615658400,5,1308.44,0.07,37.36,19.85,11.56,92.18,145.67,24.32
1615662000,5,1054.76,0.06,30.16,19.13,7.75,73.93,110.39,23.05
1615665600,5,974.66,0.12,26.73,14.84,7.21,69.73,100.11,22.55
1615669200,5,947.95,0.18,25.36,12.52,7.57,71,100.21,21.53
1615672800,5,921.25,0.18,24.33,13.05,7.99,72.35,101.39,20.27
1615676400,5,947.95,0.32,24.68,10.55,8.58,75.51,105.7,19.25
1615680000,5,1041.41,1.19,26.39,5.28,10.13,83.09,114.87,17.99
1615683600,5,1241.68,4.92,27.76,1.31,12.88,94.87,133.02,19
1615687200,5,1575.47,13.52,27.76,0.95,16.93,109.31,163.47,23.81
1615690800,5,1762.39,19.67,28.1,9.39,18.36,113.98,176.75,26.35
1615694400,5,1081.47,5.25,24.33,69.38,20.03,85.21,121.96,22.29
1615698000,5,974.66,3.63,19.36,110.15,20.98,87.19,122.24,20.52
1615701600,5,841.14,1.76,12.68,158.79,20.03,90.36,120.64,18.24
1615705200,5,494,0.56,4.41,165.94,10.97,50.5,70.37,9.25
1615708800,4,423.91,0.41,3.21,160.22,8.11,44.75,62.52,6.71
1615712400,4,407.22,0.37,3.09,160.22,7.39,45.79,62.72,6.08
1615716000,5,473.98,0.74,6.6,151.63,9.54,50.29,69.9,7.35
1615719600,5,587.46,1.09,12.17,138.76,11.44,55.58,79.73,9.75
1615723200,5,694.28,0.85,19.02,118.73,12.76,59.2,87.18,11.91
1615726800,5,834.47,0.13,27.08,90.12,13.83,64.54,100.77,14.82
1615730400,5,988.01,0,32.22,64.37,14.78,72.02,120.81,18.49
1615734000,5,1041.41,0,32.9,52.93,14.78,77.41,133.76,21.28
1615737600,5,1041.41,0,30.85,50.78,14.07,80.71,138.67,22.8
1615741200,5,1001.36,0,27.76,50.07,12.28,80.4,136.02,23.05
1615744800,5,921.25,0,24.68,45.78,9.66,76.87,123.62,22.55
1615748400,5,867.84,0,23.31,37.91,8.35,74.33,110.93,22.04
1615752000,5,921.25,0.01,24.68,27.9,9.18,78.04,113.8,22.8
1615755600,5,961.3,0.05,25.36,21.64,9.42,81.98,119.24,23.05
1615759200,5,1001.36,0.08,25.71,19.13,9.78,85.38,124.96,21.28
1615762800,5,1068.12,0.16,27.08,15.91,10.49,90.8,134.32,19.25
1615766400,5,1188.28,0.62,30.16,9.74,11.92,99.44,148.67,17.48
1615770000,5,1482.01,4.64,33.93,2.57,15.74,116.45,179.87,18.49
1615773600,5,2136.23,20.34,33.93,0.59,22.41,148.69,242.25,25.33
1615777200,5,2483.37,29.95,35.64,7.69,25.51,160.45,259.02,29.64
1615780800,5,1308.44,6.59,29.82,62.94,26.94,107.94,154.95,24.32
1615784400,5,1121.52,4.41,22.96,104.43,27.18,106.8,149.74,21.79
1615788000,5,947.95,2.1,15.25,160.22,24.8,107.27,144.29,19.25
1615791600,5,594.14,0.72,6,173.09,13.83,67.02,97.96,12.29
1615795200,5,500.68,0.55,4.5,164.51,9.89,54.65,87.3,9.88
1615798800,4,467.3,0.51,4.46,154.5,8.35,48.25,83.16,9.12
1615802400,4,527.38,0.64,9.51,134.47,11.09,46.34,84.65,10.01
1615806000,4,640.87,0.72,16.62,111.58,13.59,48.77,91.51,12.41
1615809600,5,754.36,0.44,22.96,95.84,14.9,53.5,98.32,14.82
1615813200,5,934.6,0.06,30.5,74.39,15.97,64.02,117.91,17.99
1615816800,5,1161.58,0,37.36,52.93,18.12,79.17,150.75,22.55
1615820400,5,1295.09,0,39.76,40.77,19.55,92.41,178.42,26.09
1615824000,5,1335.14,0,39.07,34.33,19.79,100.32,190.98,28.12
1615827600,5,1255.04,0,35.64,33.62,17.64,99.86,183.51,28.12
1615831200,5,1081.47,0,29.82,37.91,13.47,91.59,156.35,26.35
1615834800,5,907.9,0,23.65,43.63,10.49,84.48,129.9,24.83
1615838400,5,867.84,0,21.08,41.13,9.78,86.27,126.08,25.08
1615842000,5,867.84,0,20.91,32.9,9.18,88.25,130.14,25.84
1615845600,5,907.9,0.03,22.28,23.96,8.7,87.41,131.38,25.84
1615849200,5,974.66,0.11,24.68,17.17,9.18,86.55,131.18,24.83
1615852800,5,1068.12,0.36,28.1,12.16,10.97,88.76,135.47,22.29
1615856400,5,1295.09,2.21,33.93,5.54,14.9,98.55,155.94,22.55
1615860000,5,1735.69,9.5,39.41,2.01,20.5,116.51,196.12,27.11
1615863600,5,1789.09,13.52,38.73,17.35,23.37,111.44,192.08,27.11
1615867200,5,1174.93,6.43,28.1,62.23,26.46,78.58,134.75,21.79
1615870800,5,1028.06,4.47,21.94,101.57,24.32,73.69,128.46,20.01
1615874400,5,854.49,2.01,14.22,154.5,21.22,70.42,121.24,17.99
1615878000,5,520.71,0.65,5.23,164.51,11.44,54.43,140.22,10.39
