DATE,AQI,CO,NO,NO2,O3,SO2,PM_5,PM10,NH3
1609502400,5,3524.78,21.23,98.71,3.62,67.71,378.55,509.01,46.1
1609506000,5,4058.84,39.34,91.85,0,79.16,433.98,596.11,66.88
1609509600,5,4325.87,42.02,83.63,0,70.57,484.46,674.53,70.93
1609513200,5,4592.9,38.45,85,0.01,50.55,517.7,709.63,51.68
1609516800,5,3685,4.08,97.33,7.06,36.24,423.92,550.65,27.11
1609520400,5,3257.75,0.26,82.25,16.81,30.04,373.35,477.72,21.28
1609524000,5,2803.8,0.03,65.8,27.18,24.56,331.82,415.7,15.45
1609527600,5,2323.15,0,51.41,39.34,20.03,294.21,349.21,9.63
1609531200,5,1949.31,0,38.73,48.64,15.5,268.49,305.32,6.33
1609534800,5,1695.63,0,30.16,55.08,12.28,249.52,277.5,5.07
1609538400,5,1535.42,0,25.71,57.94,10.25,232.87,256.19,4.62
1609542000,5,1441.96,0,23.65,58.65,9.54,217.11,237.17,4.31
1609545600,5,1348.5,0,22.28,59.37,10.01,202.35,220.31,4.05
1609549200,5,1295.09,0,22.96,60.08,11.56,193.15,214.37,4.94
1609552800,5,1415.25,0,29.13,55.79,15.26,202.31,234.95,7.09
1609556400,5,1562.12,0.11,35.99,51.5,18.84,219.22,263.05,9.25
1609560000,5,1735.69,1.03,39.07,52.21,23.84,239.4,291.17,12.41
1609563600,5,1842.5,2.82,37.7,57.22,28.13,257.45,314.34,15.96
1609567200,5,1815.8,3.8,34.62,69.38,33.38,268.72,323.29,15.83
1609570800,5,1361.85,3.19,38.04,104.43,71.53,234.42,262.28,7.41
1609574400,5,1428.6,2.99,47.98,104.43,95.37,262.56,285.75,5.95
1609578000,5,1455.31,1.93,53.47,103,106.81,289.04,309.17,5.7
1609581600,5,1455.31,1.29,51.41,97.28,94.41,299.11,318.51,6.65
1609585200,5,1535.42,0.79,47.98,88.69,69.62,307.89,331.48,8.87
1609588800,5,1548.77,0.13,42.84,80.11,47.68,305.97,333.29,10.01
1609592400,5,1455.31,0,34.96,77.96,32.42,289.88,320.73,10.64
1609596000,5,1495.36,0,35.64,72.24,29.09,279.46,314.52,11.65
1609599600,5,1668.93,0,39.76,59.37,30.52,285.93,325.2,11.65
1609603200,5,1762.39,0,41.81,45.78,30.52,294.98,335.17,9.5
1609606800,5,1789.09,0.01,42.5,35.41,28.61,301.18,341.82,6.78
1609610400,5,1735.69,0.01,42.84,28.61,26.23,303.02,340.39,4.62
1609614000,5,1602.17,0.02,42.16,23.6,23.6,296.78,326.46,3.1
1609617600,5,1455.31,0.03,38.04,21.82,21.22,286.51,309.9,2.5
1609621200,5,1295.09,0.02,32.56,22.17,18.84,273.05,292.24,2.15
1609624800,5,1148.22,0.02,27.42,24.68,19.31,251.27,267.42,1.81
1609628400,5,1054.76,0.01,24.33,27.9,20.5,228.73,242.44,1.74
1609632000,5,988.01,0.01,22.96,31.47,20.27,206.07,218.61,1.96
1609635600,5,974.66,0.01,22.96,36.84,19.55,184.9,198.61,2.6
1609639200,5,1081.47,0.01,26.73,39.34,21.7,174.98,193.68,3.74
1609642800,5,1161.58,0.24,30.85,42.56,25.51,167.09,187.64,4.12
1609646400,5,1148.22,1.65,30.5,49.35,29.56,152.87,171.31,4.5
1609650000,5,1121.52,2.74,29.13,53.64,31.95,144.04,161.54,5.64
1609653600,5,1028.06,2.68,29.13,62.94,39.1,133.56,147.92,6.27
1609657200,5,807.76,2.96,32.22,77.96,58.17,105.34,115.75,5.57
1609660800,5,687.6,3.63,32.9,86.55,65.8,85.57,93.99,5.51
1609664400,5,634.19,3.3,30.5,92.98,62.94,76.97,83.94,5.83
1609668000,5,647.54,2.21,31.19,91.55,57.22,72.01,78.85,6.59
1609671600,5,754.36,0.82,36.33,79.39,51.5,75.26,84.03,8.23
1609675200,5,854.49,0.06,41.13,66.52,47.68,76.29,86.79,8.99
1609678800,5,894.55,0,41.81,57.94,43.39,73.67,87.2,9.25
1609682400,5,894.55,0,38.04,54.36,39.1,69.04,84.9,8.74
1609686000,5,867.84,0,33.93,54.36,36.72,65.29,82.08,7.28
1609689600,5,821.11,0,30.5,56.51,35.29,61.99,78.08,5.76
1609693200,5,787.74,0,28.79,57.22,35.29,59.73,74.89,5.13
1609696800,5,741.01,0,28.45,56.51,35.29,56.85,69.45,4.37
1609700400,5,720.98,0,28.79,53.64,33.85,56.69,66.84,3.71
1609704000,5,781.06,0,30.85,46.49,33.38,62.07,72.58,4.05
1609707600,5,827.79,0,31.87,41.49,33.38,68,79.32,4.24
1609711200,5,881.2,0,32.56,36.84,31.95,73.49,85.15,4.02
1609714800,5,947.95,0.01,32.22,30.76,28.37,78.49,91.55,4.02
1609718400,5,1001.36,0.03,32.22,24.68,25.51,82.44,97.83,4.31
1609722000,5,1081.47,0.14,31.87,18.77,22.89,86.44,106.48,5.07
1609725600,5,1241.68,0.68,34.62,11.44,23.13,95.3,125.12,6.4
1609729200,5,1348.5,2.01,35.3,7.78,22.65,100.27,136.6,6.71
1609732800,5,1375.2,4.75,30.5,12.52,23.6,100.85,136.72,6.52
1609736400,5,1361.85,6.87,26.05,21.1,25.75,100.14,134.14,6.46
1609740000,5,1308.44,7.26,23.99,32.54,28.61,97.71,126.59,6.33
1609743600,5,1041.41,4.53,27.42,63.66,44.35,77.91,95.6,4.88
1609747200,5,1014.71,3.97,36.67,61.51,60.56,72.62,89.62,5.95
1609750800,5,961.3,2.29,48.67,54.36,77.25,67.36,83.67,7.79
1609754400,5,1228.33,2.6,60.32,35.41,68.67,77.69,102.62,11.53
1609758000,5,1869.2,6.87,73.34,7.42,50.55,108.81,152.14,14.06
1609761600,5,2376.56,19.89,69.92,0.28,41.96,134.67,191.5,12.92
1609765200,5,2296.45,20.56,58.95,0.06,34.81,136.89,203.96,12.41
1609768800,5,2082.82,12.63,50.72,0.37,29.33,132.33,206.85,11.78
1609772400,5,1895.9,6.2,47.3,1.54,25.27,127.86,204.23,10.64
1609776000,5,1735.69,2.63,42.84,3.84,21.22,119.2,189.98,9.25
1609779600,5,1602.17,1.52,38.04,5.63,17.41,107.87,172.14,7.66
1609783200,5,1375.2,0.65,32.56,9.39,12.64,88.11,137.93,5.57
1609786800,5,1134.87,0.12,26.05,16.81,9.42,69.93,105.79,4.24
1609790400,5,1014.71,0.02,21.94,25.03,8.7,62.27,90.92,3.99
1609794000,5,974.66,0.01,20.05,31.83,8.7,59.96,83.71,4.05
1609797600,5,934.6,0,19.36,36.84,9.3,56.99,77.25,3.96
1609801200,5,934.6,0.01,20.39,32.9,10.49,56.69,76.72,3.96
1609804800,5,1014.71,0.04,23.65,23.6,13.23,61.78,83.67,4.24
1609808400,5,1188.28,0.52,29.13,12.34,17.41,72.71,100.42,5.51
1609812000,5,1602.17,6.04,37.7,1.72,26.23,97.12,139.97,8.74
1609815600,5,2216.34,23.92,42.16,0.2,41.01,133.63,192.31,12.67
1609819200,5,2777.1,43.36,48.67,0.96,61.99,167.72,229.19,15.58
1609822800,5,3070.83,54.99,52.09,1.15,78.2,183.59,242.27,16.21
1609826400,5,2803.8,50.52,55.52,1.35,90.6,168.25,215.29,15.07
1609830000,5,2082.82,34.87,67.86,4.78,122.07,139.55,167.73,11.78
1609833600,5,1682.28,27.05,69.92,13.41,131.61,124.88,147.94,10.01
1609837200,5,1321.79,16.54,61.01,25.39,115.4,106.43,126.93,8.04
1609840800,5,1054.76,5.92,42.16,40.41,67.71,92.2,111.53,7.22
1609844400,5,1014.71,1.75,32.9,47.21,36.72,91.05,111.32,7.79
1609848000,5,1054.76,0.24,34.62,43.99,29.56,97.08,118.27,7.92
1609851600,5,1121.52,0,34.27,43.99,26.46,111.34,135.1,7.47
1609855200,5,1321.79,0,35.3,42.56,25.99,139.95,170.23,7.47
1609858800,5,1602.17,0,39.07,39.7,30.99,174.65,210.97,7.92
1609862400,5,1869.2,0,45.24,35.76,36.72,204.92,244.04,8.61
1609866000,5,1895.9,0,44.55,36.12,35.29,214.02,251.28,7.92
1609869600,5,1708.98,0,39.76,39.7,31.47,208.47,237.81,6.08
1609873200,5,1508.71,0,34.96,42.56,28.85,200.48,219.57,4.18
1609876800,5,1401.9,0,30.5,43.27,26.46,198.91,214.28,3.61
1609880400,5,1335.14,0,26.73,43.27,24.56,197.89,212.45,3.64
1609884000,5,1281.74,0,24.33,41.49,22.89,195.96,210.86,3.74
1609887600,5,1255.04,0,25.02,36.84,23.84,198.43,213.8,3.74
1609891200,5,1295.09,0.02,28.79,28.25,27.42,204.71,221.01,3.93
1609894800,5,1375.2,0.19,33.93,17.7,31.47,209.59,229.62,4.88
1609898400,5,1522.06,1.27,38.39,7.51,33.38,209.58,238.93,6.33
1609902000,5,1522.06,3.55,35.99,4.78,30.99,189.43,225.76,6.65
1609905600,5,1375.2,5.7,28.45,11.18,26.94,147.62,184.41,6.78
1609909200,5,1308.44,7.6,26.39,16.99,30.28,116.16,151.09,7.47
1609912800,5,1268.39,8.61,31.19,21.64,44.35,100.44,129.09,8.36
1609916400,5,974.66,6.87,44.55,40.41,87.74,98.71,113.62,4.5
1609920000,5,934.6,6.54,54.15,48.64,105.86,108.19,121.01,3.67
1609923600,5,974.66,5.87,65.12,50.07,119.21,118.68,131.74,4.24
1609927200,5,1615.52,13.08,76.77,23.96,94.41,154.56,189.98,12.16
1609930800,5,2723.69,36.66,78.14,4.83,65.8,212.58,284.32,18.75
1609934400,5,3524.78,62.59,71.29,0.49,58.17,254.85,357.31,23.56
1609938000,5,3791.81,73.31,65.8,0,63.9,271.22,409.07,39.01
1609941600,5,4379.27,88.51,66.49,0,82.97,309.67,499.67,66.88
1609945200,5,5287.17,118.02,78.14,0,105.86,370.74,620.35,105.38
1609948800,5,5981.45,141.26,90.48,0,122.07,422.21,712.8,143.89
1609952400,5,5554.2,134.11,80.2,0,100.14,410.03,689.44,141.86
1609956000,5,4112.24,96.56,56.89,0,50.55,320.09,524.99,80.05
1609959600,5,1895.9,23.47,43.53,0.02,17.88,165.92,217.62,17.73
1609963200,5,1348.5,7.38,34.62,0.16,11.09,127.19,151.88,6.52
1609966800,5,1188.28,3.91,31.19,0.45,9.06,113.43,130.2,4.94
1609970400,5,1121.52,2.35,29.47,1.26,7.99,101.7,114.98,5
1609974000,5,1068.12,1.41,27.76,2.66,7.99,89.52,100.93,5.07
1609977600,5,1028.06,1.09,26.05,4.11,9.3,79.41,90.24,5.19
1609981200,5,1028.06,1.5,26.39,4.34,11.68,73.43,87.05,5.89
1609984800,5,1134.87,3.8,28.1,2.01,14.9,74.8,96.46,7.41
1609988400,5,1174.93,6.43,29.13,0.92,17.41,77.22,103.07,7.73
1609992000,5,1068.12,5.59,29.13,3.31,22.65,81.43,107.04,6.14
1609995600,5,961.3,6.43,25.71,10.37,26.46,86.4,113.41,4.88
1609999200,5,867.84,6.93,22.28,18.24,29.8,91.43,115.88,4.12
1610002800,5,700.95,4.25,16.62,43.99,30.04,89.41,106.65,1.05
1610006400,5,680.92,3.1,13.71,64.37,25.03,89.21,104.12,1.3
1610010000,5,700.95,2.46,13.02,82.25,22.65,92.85,107.33,1.98
1610013600,5,1121.52,5.31,26.05,66.52,22.41,115.89,147.16,7.66
1610017200,5,1949.31,11.85,50.72,29.68,24.56,153.29,212.96,13.93
1610020800,5,2910.61,26.38,72.66,3.89,29.33,194.34,275.42,17.48
1610024400,5,3685,47.83,76.77,0.01,34.81,234.59,336.17,21.53
1610028000,5,3952.03,56.33,66.49,0,33.38,265.94,385.22,20.52
1610031600,5,3738.4,50.07,53.47,0,28.37,277.94,400.95,16.47
1610035200,5,3471.37,43.36,45.24,0,24.32,281.45,397.01,13.3
1610038800,5,3204.35,38,41.81,0,20.03,269.58,383.29,11.78
1610042400,5,2696.99,30.4,39.76,0,13.83,234.64,335.31,9.88
1610046000,5,2216.34,23.25,35.99,0,9.18,201.41,277.86,8.23
1610049600,5,2056.12,20.12,31.87,0,8.82,193.86,259.14,8.61
1610053200,5,2029.42,19,28.79,0,9.66,198.22,256.53,10.26
1610056800,5,2002.72,18.33,26.39,0,10.37,203.87,255.68,12.54
1610060400,5,1976.01,17.43,25.36,0.01,10.73,208.79,247.1,12.54
1610064000,5,2002.72,18.11,24.68,0.01,11.68,213.49,244.81,12.03
1610067600,5,2216.34,23.69,25.36,0.01,15.97,227.48,262.98,14.44
1610071200,5,2830.51,40.23,28.1,0,26.23,265.58,324.81,22.29
1610074800,5,3417.97,59.01,34.27,0.06,35.76,298.51,378.71,29.13
1610078400,5,3471.37,52.3,45.24,0.81,39.1,300.2,391.6,28.37
1610082000,5,2964.02,32.19,48.67,6.53,31.95,268.49,360.83,18.24
1610085600,5,2243.04,16.32,42.84,23.96,26.23,223.26,299.78,11.53
1610089200,5,1335.14,7.1,38.04,62.94,48.16,177.31,214.29,2.82
1610092800,5,1214.98,7.15,38.73,68.67,50.55,172.45,204.77,2.98
1610096400,5,1188.28,6.65,38.73,69.38,49.11,166.92,197.37,4.31
1610100000,5,1388.55,8.05,43.87,52.21,39.58,171.73,210.08,8.74
1610103600,5,1815.8,11.74,58.95,24.68,31.47,191.63,249.06,14.06
1610107200,5,2269.75,19.45,75.4,3.67,29.8,208.66,284.25,16.47
1610110800,5,2670.29,34.87,77.46,0.01,30.52,229.8,331.45,20.52
1610114400,5,3070.83,47.83,73.34,0,32.42,260.67,398.65,26.09
1610118000,5,3311.16,53.64,70.6,0,34.81,286.82,452.73,30.4
1610121600,5,3524.78,55.88,64.43,0,35.29,309.81,486.9,30.15
1610125200,5,3524.78,53.64,56.21,0,27.66,319.51,492.87,20.27
1610128800,5,3124.24,41.57,50.04,0,18.12,298.07,437.9,10.64
1610132400,5,2189.64,13.86,47.3,0.64,11.68,238.08,310.85,5.45
1610136000,5,1628.88,0.89,37.7,9.74,7.45,200.69,240.39,4.18
1610139600,5,1321.79,0.01,24.68,28.97,5.48,174.11,197.96,4.18
1610143200,5,1028.06,0,15.77,64.37,6.56,140.94,154.21,4.56
1610146800,5,961.3,0,14.91,70.1,7.87,134.7,146.11,4.75
1610150400,5,988.01,0,15.59,67.95,8.46,138.61,150.38,5.13
1610154000,5,1054.76,0,17.82,62.23,9.06,147.47,162.26,5.95
1610157600,5,1188.28,0,22.62,55.08,10.61,157.9,179.9,7.22
1610161200,5,1268.39,0.24,27.42,48.64,12.16,162.53,188.95,7.98
1610164800,5,1255.04,1.84,26.73,48.64,13.71,158.23,185.11,8.74
1610168400,5,1174.93,3.55,22.28,55.08,14.9,148.15,174.33,9.5
1610172000,5,1028.06,3.69,18.68,70.1,17.41,131.13,153.12,9.5
1610175600,5,754.36,2.6,15.25,97.28,26.94,96.65,110.04,6.33
1610179200,5,647.54,1.9,12.85,105.86,25.99,78.77,89.59,5.38
1610182800,5,587.46,1.38,11.48,107.29,21.94,67.67,77.56,5.83
1610186400,5,587.46,1.13,11.82,103,18.12,63.52,73.74,7.41
1610190000,5,627.52,0.86,14.4,91.55,14.78,63.37,75.21,9.88
1610193600,5,680.92,0.22,17.99,80.82,12.64,62.27,75.51,11.53
1610197200,5,727.65,0,20.22,72.24,11.21,63.09,78.76,12.16
1610200800,5,774.38,0,21.08,65.09,10.49,67.58,86.98,12.03
1610204400,5,801.09,0,20.91,60.8,9.89,74.16,95.65,10.89
1610208000,5,827.79,0,20.39,57.22,9.3,81.77,103.49,9.5
1610211600,5,827.79,0,19.36,55.08,8.58,87.96,108.51,8.61
1610215200,5,801.09,0,17.14,57.22,7.57,94.45,110.81,7.47
1610218800,5,801.09,0,14.4,62.23,7.21,110.29,122.12,6.02
1610222400,5,847.82,0,12.51,67.23,7.33,136.41,147.08,4.94
1610226000,5,907.9,0,11.65,68.67,7.15,157.47,167.8,4.18
1610229600,5,934.6,0,11.31,67.95,6.68,163.4,173.16,3.93
1610233200,5,934.6,0,11.48,65.09,6.5,155.43,164.62,3.93
1610236800,5,934.6,0,12.17,62.23,6.8,144.13,153.34,4.02
1610240400,5,947.95,0,13.88,59.37,7.63,136.55,147.87,4.5
1610244000,5,1028.06,0,17.82,55.79,9.18,132.6,148.83,5.38
1610247600,5,1081.47,0.43,20.91,55.79,10.61,128.68,148.18,5.76
1610251200,5,1081.47,2.32,18.85,65.8,12.88,123.82,144.28,5.95
1610254800,5,1068.12,2.99,15.59,84.4,15.14,125.23,145.94,6.46
1610258400,5,1068.12,2.26,12.68,114.44,17.64,138.59,157.48,6.59
1610262000,5,988.01,1.34,9,144.48,17.17,131.83,147.33,5.76
1610265600,5,867.84,0.91,6.77,153.07,15.14,119.88,133,5.45
1610269200,5,834.47,0.75,6.26,154.5,14.19,117.34,129.67,5.89
1610272800,5,834.47,0.87,8.31,141.62,13.83,112.62,125.76,7.22
1610276400,5,867.84,0.94,13.2,120.16,13.59,105.87,120.98,9.63
1610280000,5,894.55,0.31,19.54,100.14,13.11,95.05,111.53,11.91
1610283600,5,934.6,0,23.31,83.69,12.16,89.83,109.31,14.19
1610287200,5,974.66,0,25.02,72.24,11.68,90.95,115.29,15.07
1610290800,5,988.01,0,24.68,65.8,11.09,94.69,121.79,13.55
1610294400,5,1001.36,0,23.99,62.23,10.49,100.2,127.96,10.39
1610298000,5,1014.71,0,22.96,60.08,9.54,105.55,133.05,7.41
1610301600,5,988.01,0,21.25,59.37,7.75,107.19,130.48,5.26
1610305200,5,934.6,0,18.68,59.37,6.5,106.28,123.04,4.18
1610308800,5,921.25,0,17.31,57.94,6.97,108.24,123.34,4.12
1610312400,5,907.9,0,16.11,56.51,7.09,109.83,124.34,4.05
1610316000,5,907.9,0,15.08,55.79,7.15,111.58,125.47,4.05
1610319600,5,907.9,0,14.91,54.36,7.75,114.55,127.97,4.02
1610323200,5,934.6,0,15.77,52.93,8.94,117.67,131.54,4.02
1610326800,5,988.01,0,17.99,52.93,10.85,120.45,137.34,4.43
1610330400,5,1094.82,0,22.28,53.64,13.35,123.17,147.27,5.26
1610334000,5,1121.52,0.37,23.99,62.23,15.97,119.28,144.53,5
1610337600,5,1014.71,1.65,18.17,85.12,20.03,111.55,132.13,4.02
1610341200,5,961.3,2.32,14.4,98.71,22.17,111.82,130.76,4.37
1610344800,5,907.9,1.98,11.48,118.73,24.08,113.64,130.27,4.5
1610348400,5,754.36,1.1,7.2,140.19,21.22,92.8,104.71,3.45
1610352000,5,674.25,0.8,5.66,147.34,16.69,78.36,88.67,3.83
1610355600,5,627.52,0.71,5.57,145.91,15.02,72.07,82.05,4.5
1610359200,5,674.25,0.99,8.91,135.9,15.5,73.38,86.15,6.52
1610362800,5,787.74,1.09,15.25,118.73,15.5,78.58,95.78,9.5
1610366400,5,921.25,0.37,23.65,100.14,15.74,84.35,105.06,11.4
1610370000,5,1054.76,0,29.47,85.83,15.74,92.31,118.39,11.65
1610373600,5,1134.87,0,31.53,75.1,15.14,101.3,134.15,11.15
1610377200,5,1148.22,0,30.5,68.67,14.07,106.19,142.32,9.63
1610380800,5,1161.58,0,29.47,61.51,13.11,107.79,144.9,7.98
1610384400,5,1174.93,0,29.82,52.93,12.04,108.03,146.12,7.03
1610388000,5,1121.52,0,29.47,45.78,9.89,102.88,136.35,5.89
1610391600,5,1041.41,0,27.42,42.2,8.11,96.58,121.24,4.75
1610395200,5,988.01,0,24.68,40.77,7.87,96.29,116.29,4.37
1610398800,5,961.3,0,22.96,40.41,8.35,99.85,117.98,4.24
1610402400,5,934.6,0,21.08,40.41,8.82,104.17,120.89,4.24
1610406000,5,934.6,0,20.56,40.05,9.66,110.07,126.05,4.12
1610409600,5,961.3,0.01,21.08,39.34,10.97,118.93,135.11,4.12
1610413200,5,1068.12,0.02,24.33,36.12,12.4,133.15,153.3,4.75
1610416800,5,1321.79,0.18,32.9,25.03,14.66,153.85,185.43,6.4
1610420400,5,1602.17,3.02,40.1,14.66,16.45,171.26,214.06,7.79
1610424000,5,1789.09,12.29,33.93,20.21,19.07,183.27,233.59,8.49
1610427600,5,1762.39,14.19,29.82,33.26,20.74,184.63,235.53,9.12
1610431200,5,1548.77,9.72,26.73,57.94,21.94,175.37,217.59,9.88
1610434800,5,1001.36,2.29,13.54,134.47,25.99,142.93,163.19,5.57
1610438400,5,881.2,1.24,9.17,155.93,23.6,135.47,151.58,5.45
1610442000,5,821.11,0.92,8.14,161.65,21.22,125.13,139.66,6.21
1610445600,5,867.84,1.15,12,150.2,20.27,122.89,139.98,8.11
1610449200,5,1028.06,1.26,21.08,127.32,19.55,129.53,152.42,11.27
1610452800,5,1201.63,0.4,32.56,104.43,19.07,132.86,160.62,13.68
1610456400,5,1375.2,0,41.13,82.97,18.36,141.79,178.35,14.19
1610460000,5,1548.77,0,47.3,64.37,17.88,157.16,206.25,13.17
1610463600,5,1642.23,0,47.3,51.5,17.17,170.7,227.69,10.77
1610467200,5,1735.69,0.01,47.3,40.77,16.21,180,241.21,8.99
1610470800,5,1762.39,0.03,47.3,31.11,14.9,185.49,250.48,8.23
1610474400,5,1655.58,0.07,45.24,25.03,11.8,181.2,240.18,6.9
1610478000,5,1455.31,0.07,39.76,23.6,8.94,171.61,215.26,5.38
1610481600,5,1335.14,0.05,34.27,23.96,7.99,168.05,202.39,4.81
1610485200,5,1268.39,0.04,30.5,23.96,7.63,170.25,199.41,4.56
1610488800,5,1241.68,0.04,27.76,23.6,7.33,173.49,199.29,4.43
1610492400,5,1241.68,0.05,26.39,23.96,7.75,177.86,201.49,4.37
1610496000,5,1255.04,0.05,26.05,25.03,8.94,182.17,204.82,4.43
1610499600,5,1348.5,0.09,28.1,25.75,10.97,191.02,217.37,5.26
1610503200,5,1588.82,0.31,36.33,20.21,14.07,207.46,244.26,6.97
1610506800,5,1815.8,1.36,43.87,14.84,16.45,221.35,261.34,7.98
1610510400,5,1895.9,5.03,41.47,21.1,19.07,227.86,271.07,8.36
1610514000,5,1815.8,7.6,32.56,42.56,20.98,227.73,271.85,8.61
1610517600,5,1602.17,5.59,25.02,82.97,22.41,226.89,264.48,8.99
1610521200,5,1094.82,1.87,12.68,148.77,23.6,181.97,202.61,4.81
1610524800,5,921.25,1.13,9,167.37,21.94,164.33,180.76,3.96
1610528400,5,841.14,0.89,8.14,170.23,20.5,151.01,165.76,4.31
1610532000,5,921.25,1.45,14.22,148.77,19.79,149.08,169.14,7.03
1610535600,5,1201.63,2.07,28.45,115.87,20.03,165.15,195.64,11.53
1610539200,5,1522.06,0.87,47.98,82.97,21.22,181.19,220.02,15.71
1610542800,5,2082.82,0.04,71.97,43.27,22.41,210.83,268.72,17.99
1610546400,5,2696.99,1.84,89.11,10.55,23.13,255.62,345.15,16.97
1610550000,5,3070.83,9.16,85.68,1.04,22.89,292.91,408.5,15.2
1610553600,5,3417.97,19.67,75.4,0.07,22.89,329.85,465.92,14.44
1610557200,5,3845.22,31.74,67.17,0,22.65,369.47,529.74,13.93
1610560800,5,3898.62,39.79,58.26,0,18.84,379.67,545.54,11.27
1610564400,5,3791.81,45.15,50.04,0,13.95,374.1,525.09,7.85
1610568000,5,3685,49.17,41.81,0,12.04,376.6,516.45,6.71
1610571600,5,3524.78,48.73,35.64,0,11.21,380.29,507.11,7.35
1610575200,5,3177.64,42.02,32.56,0,11.33,369.28,460.69,9.75
1610578800,5,2857.21,35.76,31.53,0,12.64,355.66,423.77,13.81
1610582400,5,2723.69,32.63,32.22,0,15.14,349.43,405.9,17.23
1610586000,5,2803.8,33.08,34.96,0,19.31,354.19,408.81,18.24
1610589600,5,3631.59,52.3,37.7,0,27.9,410.79,487.36,19.76
1610593200,5,4966.74,90.3,42.84,0.11,36.72,500.39,593.74,20.77
1610596800,5,5874.63,113.55,51.41,0.54,47.21,552.64,646.94,19.76
1610600400,5,7049.56,139.48,61.01,1.92,54.36,619.52,732.46,20.52
1610604000,5,7263.18,121.59,91.85,7.24,61.99,635.77,753.39,23.31
1610607600,5,2616.88,31.29,106.93,64.37,215.53,327.31,368.2,5.19
1610611200,5,2162.93,29.06,117.9,76.53,259.4,306.66,343.01,1.49
1610614800,5,2243.04,27.05,130.24,83.69,274.66,322.75,360.07,1.41
1610618400,5,2990.72,30.85,128.87,59.37,190.74,382.64,448.34,10.51
1610622000,5,4112.24,37.55,143.95,25.39,139.24,457.93,566.47,25.84
1610625600,5,4966.74,48.28,167.25,3.98,141.14,506.05,648.12,42.56
1610629200,5,5020.14,53.64,171.36,0.03,141.14,513.93,678.36,53.7
1610632800,5,4486.08,48.28,142.57,0,112.53,497.49,682.39,55.22
1610636400,5,3898.62,40.68,101.45,0,68.67,468.51,668.26,43.57
1610640000,5,3524.78,32.19,72.66,0.01,35.29,449.66,647.48,24.57
1610643600,5,3524.78,30.4,58.26,0.01,30.28,463.05,664.54,25.08
1610647200,5,3578.19,30.4,51.41,0,30.04,476.29,670.3,27.87
1610650800,5,3578.19,29.06,47.98,0.01,30.04,486.04,659.53,29.39
1610654400,5,3631.59,27.49,47.98,0.01,32.9,506.55,657.67,31.67
1610658000,5,3791.81,25.48,50.72,0.02,36.24,531.19,661.81,32.93
1610661600,5,3845.22,23.47,52.09,0.02,37.19,548.35,662.18,32.17
1610665200,5,3952.03,24.81,49.35,0.01,32.9,565.19,669.7,25.33
1610668800,5,4165.65,31.29,45.24,0,27.9,592.04,692.81,17.48
1610672400,5,4432.68,41.13,40.44,0,24.32,623.68,731.9,13.93
1610676000,5,5233.76,66.16,37.36,0,28.61,687.6,801.38,17.48
1610679600,5,6088.26,94.77,41.13,0.03,34.33,739.18,850.15,19.51
1610683200,5,4539.49,45.15,68.55,2.3,41.96,602.08,678.62,13.93
1610686800,5,4539.49,37.55,73.34,13.59,45.3,594.64,683.3,13.3
1610690400,5,4913.33,28.16,90.48,49.35,51.98,646.94,744.93,13.43
1610694000,5,3097.53,21.91,111.04,98.71,196.46,520.88,581.85,0.13
1610697600,5,2990.72,21.46,138.46,123.02,251.77,541.14,600.3,0.12
1610701200,5,3017.43,17.43,154.91,141.62,278.47,556.47,616.1,0.15
1610704800,5,3631.59,16.09,174.11,118.73,259.4,654.52,740.68,1.96
1610708400,5,4646.3,13.86,224.83,77.96,274.66,756.82,883.94,17.99
1610712000,5,5287.17,9.61,274.18,24.32,282.29,789.03,947.82,36.48
1610715600,5,4966.74,12.85,257.73,0.79,251.77,746.49,927.62,50.16
1610719200,5,4325.87,17.88,197.41,0.18,188.83,676.99,882.33,60.29
1610722800,5,3845.22,19,142.57,0.13,125.89,620.56,837.06,61.3
1610726400,5,3471.37,19.22,98.71,0.1,63.9,592.73,805.49,42.56
1610730000,5,3364.56,22.13,75.4,0.04,41.01,583.4,788.7,38
1610733600,5,3097.53,25.71,64.43,0.01,34.33,559.35,740.4,36.48
1610737200,5,2750.4,25.93,61.69,0.01,31.47,519.11,661.03,30.65
1610740800,5,2456.67,23.25,62.38,0.01,31.47,493.38,604.54,25.84
1610744400,5,2296.45,21.23,65.8,0.01,31.95,478.23,567.95,23.05
1610748000,5,2216.34,19,71.29,0.01,32.9,477.17,552.9,22.55
1610751600,5,2243.04,16.99,76.08,0.01,30.28,490.97,555.48,20.27
1610755200,5,2323.15,16.32,75.4,0.03,24.56,509.92,558.07,15.71
1610758800,5,2483.37,18.55,69.23,0.05,20.27,521.04,565.88,12.29
1610762400,5,2937.32,29.5,60.32,0.01,20.74,534.29,590.26,12.67
1610766000,5,3231.05,37.55,55.52,0.36,21.94,509.97,566.86,12.41
1610769600,5,2590.18,15.42,61.01,3.09,25.03,399.74,440.33,9.75
1610773200,5,2349.85,11.18,55.52,9.21,21.94,340.62,385.86,9.25
1610776800,5,2029.42,7.82,47.98,19.13,18.36,282.6,329.7,8.49
1610780400,5,1148.22,3.07,25.71,82.97,20.98,189.83,215.76,3.26
1610784000,5,907.9,2.71,17.99,104.43,19.07,163.81,184.62,3.17
1610787600,5,841.14,2.38,14.74,117.3,18.12,155.85,174.57,4.24
